Autobesitz,Autoleistung,Zeitkarte,Fuehrerschein,Autozugang,Fahrradzugang,Gegenstandstransport,Personentransport,Campusbewohner,PLZ,Geschlecht,Alter,Haushalt,Kinder,Bildungsabschluss,Bildungsabschluss2,Einkommen,SD18_01,Gruppe,Taetigkeit_2019,V903_01,V903_02,V903_03,V903_04,V903_05,V903_06,V903_07,V903_08,V903_09,V904,V904x01,V904x02,V905,Sharing_2019,Sharing_2019_Carsharing,Sharing_2019_Bikesharing,Sharing_2019_Roller,Sharing_2019_andere,Sharing_2019_nein,V001,V003_01,V003_02,V003_03,V003_04,V003_05,V003_06,V003_07,V003_08,V003_09,V004,V004x01,V004x02,V004x03,V005,V007_CN,Sharing_2020,Sharing_2020_Carsharing,Sharing_2020_Bikesharing,Sharing_2020_Roller,Sharing_2020_andere,Sharing_2020_nein,Entfernung_Wohnort_Campus,Bereitschaft_Sharing,Anzahl_Anforderungen_Sharing,Anforderungen1,Anforderungen2,Anforderungen3,Anforderungen4,Anforderungen5,Anforderungen6,Anforderungen7,Anforderungen8,Anforderungen9,Anzahl_gewaehlter_Sharing_Verkehrsmittel,desired_Sharing_Autos,desired_Sharing_Fahrräder,desired_Sharing_Lastenräder,desired_Sharing_Roller,desired_Sharing_Sonstige,desired_Sharing_Sonstige_open,Bereitschaft_Sharing2
32,2,2,1,4,4,2,1,2,856,2,2,1,2,8,,6,"Die Möglichkeit, Angaben zur Nutzung verschiedener Verkehrsmittel (Auto/Fahrrad/ÖPNV) und der jeweiligen Gründe zu machen, wäre evtl. noch aufschlussreich gewesen.",4,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,15,1,1,"preisgünstig/kostenlos, Parkmöglichkeiten möglichst überall, Einfahrt Innenbereich, hohe Verfügbarkeit, unkomplizierte Buchung",,,,,,,,,3,2,2,1,1,2,Elektro-Vespa,1
32,3,2,1,4,4,3,1,2,855,2,6,2,1,8,,9,,3,1,93,-9,-9,6,6,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,4,4,0,,,,,,,,,,1,2,1,1,1,1,,1
21,,2,1,4,4,3,1,2,943,1,2,2,2,8,,6,Ich bin im Laufe des letzten Jahres umgezogen. Seitdem bin ich nur noch etwa 1x monatlich am Campus. Bis Mitte des Jahres wohnte ich 10 km entfernt und war fast täglich vor Ort.,4,2,,,,,,,,,,,,,,,,,,,,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,150,4,0,,,,,,,,,,2,1,2,1,2,1,,1
32,1,1,1,4,3,4,1,2,820,2,6,1,2,8,,9,,5,1,53,-9,-9,29,30,11,-9,-9,-9,0,,,4,1,1,1,1,1,2,,93,-9,-9,14,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,3,1,1,Integration in bestehende Sharing Angebote,,,,,,,,,2,2,2,1,1,1,,1
22,,1,1,1,-9,2,1,1,535,1,2,,,8,,4,,2,2,,,,,,,,,,,,,,,,,,,,1,-9,20,-9,101,-9,101,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,450,5,0,,,,,,,,,,0,1,1,1,1,1,,0
32,2,2,1,4,4,2,1,2,855,2,2,2,2,8,,6,,1,1,87,-9,-9,-9,10,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,45,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,29,1,4,Quantität,Vielseitig  (bspw auch Transporter im Angebot),einfache Bedienung,Kostengünstig,,,,,,2,2,2,1,1,1,,1
33,5,1,1,4,4,2,2,1,442,1,2,,,7,,6,,1,1,-1,25,-9,79,-1,6,-9,-1,-9,0,,,2,1,1,1,1,1,2,,74,-9,-9,24,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,634,4,2,Geringe Kosten,Verlässlichkeit,,,,,,,,1,1,1,2,1,1,,1
31,4,2,1,4,4,3,2,1,940,2,2,,,7,,6,,1,1,94,-1,17,-9,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,225,5,3,Kostengünstig,Hohe Auswahlmöglichkeiten,Verfügbarkeit,,,,,,,1,1,1,1,1,2,Motorräder,0
32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
32,2,2,1,4,2,2,3,2,816,2,6,3,1,8,,9,,5,1,101,8,-9,12,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,15,4,0,,,,,,,,,,3,2,2,1,2,1,,1
1,,2,1,2,4,2,2,2,819,1,2,2,2,8,,6,,4,1,-9,4,-9,9,92,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,5,-9,-9,13,93,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,12,1,1,Free-Floating nutzbar im ganzen Münchner Stadtgebiet,,,,,,,,,3,2,2,2,1,1,,1
32,1,2,1,4,3,2,1,2,820,1,2,2,2,7,,4,,6,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,5,1,1,Schnelle und unkomplizierte Verfügbarkeit,,,,,,,,,3,1,2,2,2,1,,1
1,,1,1,1,1,1,1,2,857,2,6,1,2,8,,6,,4,1,-9,-9,-9,101,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,-9,-9,-9,101,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,25,5,0,,,,,,,,,,0,1,1,1,1,1,,0
32,4,2,1,4,4,3,1,2,817,2,2,1,2,8,,6,,4,1,33,-9,-9,-9,91,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,4,5,0,,,,,,,,,,0,1,1,1,1,1,,0
32,1,2,1,4,4,2,1,2,855,2,9,2,2,8,,10,Habe nicht 10 sondern 20 Minuten benötigt ,5,1,77,-9,-9,-9,25,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,74,-9,-9,-9,36,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,4,5,0,,,,,,,,,,0,1,1,1,1,1,,0
31,4,2,1,4,4,1,1,1,475,2,2,,,8,,6,,1,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,1,1,1,1,1,1,2,,10,-9,-9,95,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,720,5,3,Günstig,Flexibel,Verfügbar,,,,,,,2,2,1,1,2,1,,0
32,4,2,1,4,4,3,2,1,320,2,2,,,7,,6,,1,1,101,1,1,60,1,1,1,1,1,0,,,2,1,1,1,1,1,2,,78,1,1,78,2,1,30,1,3,0,,,,1,1,1,1,1,1,1,2,613,4,1,ausreichend vorhanden,,,,,,,,,1,1,1,1,2,1,,1
31,3,2,1,3,2,2,2,1,940,2,2,,,8,,6,,1,1,101,20,-9,17,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,220,4,0,,,,,,,,,,2,1,2,1,2,1,,1
1,,1,1,1,4,2,1,2,815,2,2,3,2,8,,6,,4,1,-9,-9,-9,53,55,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,-9,-9,-9,55,53,-9,1,-9,-9,0,,,,4,1,1,1,1,1,1,2,8,1,1,"Es müsste möglich sein, die Fahrzeuge nicht nur an einigen Station, sondern überall auf dem Gebiet zurückzugeben.",,,,,,,,,3,1,2,1,2,2,E-Roller,1
32,1,1,1,4,4,3,1,2,818,1,6,2,2,8,,6,,4,1,59,-1,-9,37,12,-9,1,-9,-9,0,,,2,1,1,1,1,1,2,,100,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,5,4,0,,,,,,,,,,1,2,1,1,1,1,,1
32,2,2,1,4,4,2,1,2,866,2,6,2,2,8,,10,,6,1,6,-9,-9,-1,-9,-9,97,-9,-9,0,,,4,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,150,4,3,einfach,unkompliziert,möglichst analog (ohne große digitale Sperenzchen),,,,,,,1,1,2,1,1,1,,1
32,1,1,1,4,4,2,2,2,855,2,2,2,2,8,,7,,4,1,35,-9,-9,86,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,94,-9,-9,5,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,30,4,2,Gute Verfügbarkeit,Geringe Kosten,,,,,,,,2,1,2,1,2,1,,1
31,4,2,1,4,4,3,1,1,65,1,2,,,7,,6,"Das Auto ist bequemer und schneller, ich bin flexibler. Wäre die Bahn nicht fast 1 1/2 Stunden langsamer als das Auto, würde ich auch die kostenfreie Bahnfahrt in Uniform bevorzugen.",1,1,51,50,-9,-9,-9,-9,-9,-1,-9,0,,,4,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,467,5,3,Günstig ,Einfacher als eigenes Auto,Immer verfügbar ,,,,,,,1,2,1,1,1,1,,0
31,5,2,1,1,1,3,2,1,996,2,1,,,7,,6,,2,2,,,,,,,,,,,,,,,,,,,,1,68,5,-9,37,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,367,1,2,nah gelegen,günstig,,,,,,,,2,1,2,1,2,1,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
1,,1,1,2,3,1,1,1,855,2,2,,,7,,6,,1,1,-1,5,-9,94,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,-9,1,-9,101,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,503,4,0,,,,,,,,,,2,2,1,2,1,1,,1
32,4,2,1,4,4,2,2,1,122,2,2,,,8,,6,,1,1,73,12,-9,-1,-9,-9,42,-9,-9,0,,,2,1,1,1,1,1,2,,88,-9,-9,1,-9,-9,17,-9,-9,0,,,,1,1,1,1,1,1,1,2,550,4,2,Qualitätsstandards,Praktikabilität,,,,,,,,4,2,2,2,2,1,,1
31,4,2,1,4,3,2,2,1,855,2,2,,,7,,4,,1,2,,,,,,,,,,,,,,,,,,,,1,15,-9,1,1,1,101,88,-9,-9,0,,,,4,1,1,1,1,1,1,2,160,4,3,kostenlos/kostengünstig,unbürokratisch,geringe/keine Wartezeiten,,,,,,,3,2,1,2,2,1,,1
31,3,2,1,4,2,3,1,1,721,2,2,,,7,,6,,1,1,101,-1,-1,-9,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,260,4,3,einfache Handhabung,klare Versicherungsregelung,kostengünstig,,,,,,,2,1,2,1,2,1,,1
32,2,2,1,4,1,2,1,-9,816,1,9,1,2,8,,8,,5,1,74,-9,-9,17,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,12,4,2,Guter Zustand der Fahrzeuge,Ich bräuchte Mobilfunkabdeckung in meinem Büro. WLAN ist auch schlecht - ohne Mobilfunk keine App und damit kein Sharing,,,,,,,,2,2,2,1,1,1,,1
31,-1,2,1,3,3,1,1,1,272,1,2,,,7,,6,,1,2,,,,,,,,,,,,,,,,,,,,1,17,-9,-9,85,-9,-9,6,-9,-9,0,,,,4,1,1,1,1,1,1,2,780,4,3,"Kostenlos bzw. günstig. Gutes Angebot, damit ",nicht immer alles ausgebucht ist (Flexibilität). ,Einfach zu nutzen. ,,,,,,,3,2,2,1,2,1,,1
31,3,1,1,2,4,2,1,2,809,2,6,4,1,8,,10,,6,1,-1,-9,-9,101,101,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,84,-9,-9,19,19,19,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,20,4,0,,,,,,,,,,1,2,1,1,1,1,,1
32,-9,2,-9,4,4,2,1,2,817,1,9,1,2,10,Promotion,8,,6,1,93,-9,-9,-9,9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,95,-9,-9,-9,6,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,4,4,1,Radius müsste München Innenstadt und wenn möglich auch den Norden München z.B. Freisingen umfassen.,,,,,,,,,2,2,2,1,1,1,,1
32,-1,2,1,4,4,3,1,1,863,1,2,,,8,,6,,1,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,90,5,1,Einfacher Zugang über Smartphone ,,,,,,,,,2,1,2,1,2,1,,0
32,3,2,1,3,4,2,2,-9,855,2,6,4,1,8,,10,,4,1,-9,-9,-9,-9,64,68,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,1,5,0,,,,,,,,,,0,1,1,1,1,1,,0
32,4,2,1,4,4,3,2,1,536,2,2,,,7,,6,,1,1,72,26,9,-9,-9,-9,-9,-9,-9,0,,,2,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,550,4,1,Einfaches Anfordern des Fahrzeugs ,,,,,,,,,1,2,1,1,1,1,,1
22,,1,1,2,2,1,1,2,868,2,2,4,2,8,,6,,4,1,6,1,1,101,1,3,1,1,1,0,,,5,1,1,1,1,1,2,,7,1,1,97,1,2,2,1,1,0,,,,4,1,1,1,1,1,1,2,79,5,1,gratis,,,,,,,,,0,1,1,1,1,1,,0
32,3,2,1,4,4,3,4,2,856,1,6,3,1,8,,4,,6,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,22,4,2,hohe Flexibilität,hohe Verfügbarkeit,,,,,,,,1,1,2,1,1,1,,1
32,1,2,1,1,4,1,1,-9,67,3,9,1,2,4,,4,,6,1,-9,-9,-9,-9,101,-9,-9,-9,-9,0,,,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,3,5,1,Ist für mich ungeeignet.,,,,,,,,,1,1,1,1,1,2,"Keines, daich das Fahrzeu an meine Bedürfnisse anpasse.",0
32,4,2,1,4,4,2,1,2,817,2,2,2,2,4,,-9,,1,1,101,-9,-9,-1,-1,-1,-9,-9,-9,0,,,2,1,1,1,1,1,2,,48,-9,-9,-9,52,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,5,1,2,Billig,Ein gutes App ,,,,,,,,2,1,2,1,2,1,,1
1,,1,1,1,4,1,1,2,815,2,2,2,2,8,,6,Im Jahr 2020 war ich in einigen Monaten täglich an der UniBw und an anderen gar nicht. Im Schnitt komm ich auf etwa 2 Tage pro Woche.,4,1,-9,-9,-9,96,3,1,-9,-9,-9,0,,,5,1,1,1,1,1,2,,-9,-9,-9,98,4,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,8,1,1,Flexible Abstelloptionen,,,,,,,,,2,1,2,2,1,1,,1
32,2,2,1,4,4,2,1,2,808,1,2,2,2,8,,6,,4,1,14,2,1,48,66,1,1,14,1,0,,,5,2,1,2,1,1,1,,10,1,1,1,96,1,1,1,1,0,,,,4,1,1,1,1,1,1,2,15,1,3,Billig,Immer verfügbar,Einfach auszuleihen,,,,,,,1,1,2,1,1,1,,1
1,,2,1,2,4,2,1,1,855,2,2,,,7,,6,,1,1,1,1,14,101,1,101,1,1,1,0,,,2,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,816,1,4,gutes Preisleistungsverhältnis,Sauberkeit,Simple Nutzbarkeit/Buchung,Funktionstüchtigkeit der Fahrzeuge,,,,,,1,2,1,1,1,1,,1
32,2,2,1,4,3,4,3,1,855,2,2,,,7,,6,"zu 28.
es wird nicht berücksichtigt, wenn an zwei oder mehr Pendelorte hat meine Freundin Wohnt im Osten Deutschlands 480 km
meine Familie aber im Westen 630 km. Das kommt gerade bei den militärischen Studierenden häufiger vor. Mit einem Mittelwert von 555km hat man meiner Meinung nach eine Größe die für keiner dieser Strecken repräsentativ ist, da das Delta viel zu groß ist.

zu 31.
zum/vom Campus von wo und wohin? Ich hab das nicht wirklich verstanden und es war schwer diesen Punkt auszufüllen.
es gibt ja auch die Fahrradstation vor dem Osttor. Da kann man sich bestimmt ganz einfach Fahrräder ausleihen, aber wenn man das noch nie gemacht hat, dann weiß man ja auch nicht wie die Verfügbarkeit ist?
Ob die Ausleihstation für Fahrräder in dieser Umfrage mit einbezogen wird ist mir nicht klar.
Vielleicht wäre auch eine Abfrage gut, ob man ein eigenes/eigenen Fahrrad, e-Scooter etc. hat.",1,1,87,10,-9,-9,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,97,3,-9,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,555,4,4,Ausreichende Verfügbarkeit (z.B. mindestens 20 Geräte pro Studien Fachbereich),Einfache Anforderung mit Flexibilität (bspw. durch Listeneinträge in ÜVAS/ sonstige online Anmeldung ohne viel Bürokratie),Strukturierte Verteilung über den gesamten Wohnbereich des Campus ,schnelle Erreichbarkeit des Nutzfahrzeugs für den Anwender,,,,,,1,2,1,1,1,1,,1
22,,2,1,3,4,2,1,2,814,2,2,2,2,8,,6,,4,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,15,1,2,Unbürokratischer Zugang,Kostenlos,,,,,,,,2,2,2,1,1,1,,1
1,,2,1,1,4,2,1,2,818,2,2,1,2,8,,6,,2,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,9,4,2,Fair bepreist,Hohe Verfügbarkeit/Zuverlässigkeit,,,,,,,,2,2,1,1,1,2,Motorrad/Großroller (>45 km/h),1
32,6,1,1,4,4,3,2,1,562,2,2,,,7,,6,,1,1,29,31,-9,55,9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,23,23,-9,50,6,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,480,1,4,Gute Verfügbarkeit,Günstig,Schnelle Akivierung,leichte Zugriffbarkeit,,,,,,2,2,2,1,1,1,,1
31,5,2,1,4,2,2,1,2,856,2,2,2,2,10,M. Sc.,7,,4,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,30,1,1,Einfach sollte es sein,,,,,,,,,2,1,2,1,2,1,,1
31,6,2,1,3,4,1,2,2,806,2,6,4,1,8,,9,,4,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,17,1,0,,,,,,,,,,0,1,1,1,1,1,,1
32,-1,2,1,4,4,3,1,2,408,1,9,4,2,8,,8,,5,2,,,,,,,,,,,,,,,,,,,,-9,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,600,4,1,"gute Verfügbarkeit, einfacher Umgang der Sharing Software, Anfahrtswege vom Bahnhof bis zum Campus",,,,,,,,,2,2,2,1,1,1,,1
31,3,2,1,4,4,3,2,1,315,2,2,,,7,,6,Für eine Großstadt wie München ist es sinnvoll und realistisch nur das Fahrrad und öffentliche Verkehrsmittel zu nutzen. In meinem Heimatort fahren allerdings nur von Montag bis Samstag Busse und der nächste Bahnhof ist fast 20 Kilometer entfernt. Wen ich kein Auto oder Familie hätte die mich fahren kann wär es mir nicht möglich mit dem Zug zu fahren.,1,1,69,8,-1,40,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,87,-9,-9,15,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,700,5,1,Unkomplizierte Nutzung ,,,,,,,,,2,1,1,2,2,1,,0
22,,2,1,3,4,1,1,2,856,2,2,3,2,8,,6,,2,2,,,,,,,,,,,,,,,,,,,,1,-9,-9,-9,92,9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,7,1,3,Einfach / Schnell zu nutzen,Guter Zustand (Wartung),Günstig,,,,,,,1,1,2,1,1,1,,1
32,3,2,1,4,4,3,2,1,272,2,2,,,8,,6,,1,1,69,1,6,37,1,1,1,1,1,0,,,2,1,1,1,1,1,2,,95,1,1,15,1,1,1,1,1,0,,,,2,1,1,1,1,1,1,2,740,4,1,"Sehr sehr sehr großer nutzbarer Bereich. MVV wäre wünschenswert, mehr wäre besser",,,,,,,,,2,1,2,1,2,1,,1
33,6,2,1,4,4,2,2,2,855,1,9,4,2,10,Berufsfachschule,1,,6,2,,,,,,,,,,,,,,,,,,,,1,49,-9,-9,-9,55,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,5,5,2,Kostenfrei/Günstig,Verfügbarkeit,,,,,,,,1,1,1,1,2,1,,0
1,,1,1,1,4,2,1,2,817,2,2,2,2,8,,6,,4,1,7,-9,-9,25,79,15,-9,-9,-9,0,,,5,1,1,1,1,1,2,,5,-9,-9,-9,74,42,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,5,4,3,Immer bei Bedarf Verfügbar,Autos in ordentlichem Zustand,Müssen nicht immer zum Campus zurückgebracht werden,,,,,,,1,2,1,1,1,1,,1
31,4,2,1,4,4,3,2,2,923,2,2,2,2,8,,6,,1,1,78,20,-9,24,68,68,-9,8,-9,0,,,2,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,200,1,3,Spontan nutzbar sein,Zu Stoßzeiten verfügbar,Bezahlung nach km,,,,,,,2,2,2,1,1,1,,1
22,,1,2,2,1,1,1,2,724,2,1,5,1,7,,4,,2,2,,,,,,,,,,,,,,,,,,,,1,1,21,1,91,1,1,1,1,1,0,,,,4,1,1,1,1,1,1,2,250,5,0,,,,,,,,,,0,1,1,1,1,1,,0
32,2,2,1,4,4,3,3,2,809,2,6,2,2,8,,7,,4,1,87,-9,-9,-9,18,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,25,1,0,,,,,,,,,,1,1,2,1,1,1,,1
31,3,2,1,4,3,2,3,1,943,1,2,,,7,,6,,1,1,85,13,-9,-9,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,88,11,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,170,1,0,,,,,,,,,,2,2,2,1,1,1,,1
1,,2,1,1,1,2,1,2,120,1,6,1,2,10,Promotion,7,,4,1,-9,-9,-9,101,-1,101,-9,-9,-9,0,,,4,1,1,1,1,1,2,,-9,-9,-9,101,-9,101,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,600,1,1,"Unkompliziertes Ausleihen, faires Unternehmen, gute Parkmöglichkeiten",,,,,,,,,1,1,2,1,1,1,,1
31,3,2,1,4,4,3,1,2,841,2,6,4,1,8,,7,"Elektromobilität fällt für mich aus da zu teuer, meiner Meinung nach nicht umweltfreundlich (Strommix und Akkuherstellung) und die Reichweite der E-Fahrzeuge ist zu gering. Ich fahre 200 km am Tag - damit muss die Reichweite mind. 300 km des Fahrzeuges sein. In der Uni kann ich auch kein E-Auto laden. Zudem muss das E-Auto zuhause über Nacht fertig werden mit wieder aufladen. Im Vergleich zum Diesel sind die Stromkosten auch nicht günstiger. Kaufe nur gebrauchte Diesel und fahre die noch 2-3 Jahre - verwerte sozusagen Fahrzeuge noch vor dem entsorgen.",6,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,98,5,1,flexible Fahrzeiten,,,,,,,,,1,2,1,1,1,1,,0
36,1,2,1,4,4,2,2,2,836,2,9,3,2,8,,8,,6,1,100,1,1,2,8,3,2,1,1,0,,,5,1,1,1,1,1,2,,96,1,1,1,12,1,1,1,1,0,,,,4,1,1,1,1,1,1,2,55,4,2,"für dienstliche Fahrten: unkomplizierte, kurzfristige Verfügbarkeit, ohne bürokratischen Vorlauf",grundsätzlich auch für private Fahrten nutzbar (Wochenende) ,,,,,,,,3,1,2,2,1,2,E-Minicars wie RZ oder DLZ,1
32,2,2,1,4,4,2,2,1,,2,2,,,7,,6,,1,1,49,9,-9,86,-9,-9,-9,-9,-9,0,,,1,1,1,1,1,1,2,,89,-9,-9,15,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,600,4,0,,,,,,,,,,2,2,2,1,1,1,,1
22,,2,1,2,2,2,1,1,494,2,2,,,7,,6,,1,1,-9,-9,-9,101,-9,-9,-9,-9,-9,1,-,,2,1,1,1,1,1,2,,-9,21,-9,74,-9,-9,-9,-9,-9,1,-,,,1,1,1,1,1,1,1,2,650,4,1,"einfache Buchung, günstig",,,,,,,,,1,2,1,1,1,1,,1
1,,2,1,1,4,4,1,1,806,1,6,,,8,,6,"Die dritte (bzw. eine der ersten Fragen) Frage habe ich nicht beantwortet, weil ich nie Auto fahre oder mitfahre. ",6,2,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,101,1,2,1,2,0,,,,5,1,1,1,1,1,1,2,15,1,1,"Geringe Hürden, es auszuleihen",,,,,,,,,2,1,2,2,1,1,,1
22,,2,1,4,1,2,4,2,837,1,6,4,2,4,,4,,6,1,4,99,1,1,1,1,1,1,1,0,,,5,1,1,1,1,1,2,,46,45,1,1,1,1,1,1,1,0,,,,4,1,1,1,1,1,1,2,48,1,1,entsprechend großen Radius zum abstellen,,,,,,,,,2,2,2,1,1,1,,1
31,4,2,1,4,4,2,2,1,646,2,2,,,7,,6,,1,1,80,-9,-9,12,-1,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,390,4,2,Möglichkeit zum transport,Einfach (schnell) erreichbar und nutzbar,,,,,,,,2,1,1,2,2,1,,1
32,5,2,1,4,2,1,2,2,813,2,2,1,2,8,,6,,4,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,10,1,4,Flexibel,Günstig,Verbindung zu öffentlichen Verkehrsmitteln,Nachhaltig,,,,,,2,2,2,1,1,1,,1
31,3,2,1,4,4,2,1,2,809,1,2,1,2,7,,4,,2,2,,,,,,,,,,,,,,,,,,,,1,99,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,5,1,1,1,1,1,1,2,25,4,0,,,,,,,,,,3,2,2,1,2,1,,1
31,2,2,1,4,3,2,2,2,833,1,6,1,2,8,,6,,4,1,87,50,-9,-9,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,101,11,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,90,1,3,einfache Verfügbarkeit,"gute Übersicht über mögliche ""Fahrzeuge""","kurze Dienstwege in der Verfügbarkeit ( evtl. Apps, online-buchung )",,,,,,,3,1,2,2,2,1,,1
31,2,2,1,4,4,2,1,2,854,1,2,2,2,8,,7,,5,1,-1,-9,-9,-1,-1,-9,101,101,-9,0,,,4,1,1,1,1,1,2,,57,-9,-9,-9,-9,-9,49,52,-9,0,,,,4,1,1,1,1,1,1,2,70,1,0,,,,,,,,,,2,1,1,2,2,1,,1
