Autobesitz,Autoleistung,Zeitkarte,Fuehrerschein,Autozugang,Fahrradzugang,Gegenstandstransport,Personentransport,Campusbewohner,PLZ,Geschlecht,Alter,Haushalt,Kinder,Bildungsabschluss,Bildungsabschluss2,Einkommen,SD18_01,Gruppe,Taetigkeit_2019,V903_01,V903_02,V903_03,V903_04,V903_05,V903_06,V903_07,V903_08,V903_09,V904,V904x01,V904x02,V905,Sharing_2019,Sharing_2019_Carsharing,Sharing_2019_Bikesharing,Sharing_2019_Roller,Sharing_2019_andere,Sharing_2019_nein,V001,V003_01,V003_02,V003_03,V003_04,V003_05,V003_06,V003_07,V003_08,V003_09,V004,V004x01,V004x02,V004x03,V005,V007_CN,Sharing_2020,Sharing_2020_Carsharing,Sharing_2020_Bikesharing,Sharing_2020_Roller,Sharing_2020_andere,Sharing_2020_nein,Entfernung_Wohnort_Campus,Bereitschaft_Sharing,Anzahl_Anforderungen_Sharing,Anforderungen1,Anforderungen2,Anforderungen3,Anforderungen4,Anforderungen5,Anforderungen6,Anforderungen7,Anforderungen8,Anforderungen9,Anzahl_gewaehlter_Sharing_Verkehrsmittel,desired_Sharing_Autos,desired_Sharing_Fahrräder,desired_Sharing_Lastenräder,desired_Sharing_Roller,desired_Sharing_Sonstige,desired_Sharing_Sonstige_open,Bereitschaft_Sharing2
34,1,2,1,4,2,3,1,2,813,1,9,4,1,4,,10,,6,1,101,-9,-9,-9,13,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,101,-9,-9,-9,7,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,3,4,0,,,,,,,,,,2,2,1,1,2,1,,1
31,3,2,1,4,4,2,3,2,856,1,6,5,1,8,,4,,6,1,99,-9,-9,-9,5,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,99,-9,-9,-9,5,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,26,4,0,,,,,,,,,,1,2,1,1,1,1,,1
1,,2,1,1,4,2,1,2,855,1,2,1,2,8,,6,,4,1,5,28,-9,66,90,-9,-9,-9,-9,0,,,5,2,2,1,1,1,1,,1,23,-9,1,101,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,5,1,1,zu jeder Zeit ein Auto verfügbar,,,,,,,,,2,2,2,1,1,1,,1
31,2,2,1,4,4,2,2,2,815,2,6,4,1,10,Promotion,10,,4,1,21,-9,-9,-9,101,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,6,-9,-9,-9,101,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,6,1,1,"dezentrale Übernahme/Abgabe, online reservierbar, App mit live Anzeige über Standorte, Verfügbarkeit und Tank-/Ladestatus, reservierbar für einen längeren Zeitraum (bis zu 3 Tage), Zugang zum Fahrzeug über Smartphone, ",,,,,,,,,2,2,1,2,1,1,,1
31,3,2,1,4,1,4,1,1,670,2,2,,,7,,6,"Die Alternative eines elektronischen Antriebs eines Kfz kommt für Soldaten meist aufgrund der zu geringen Reichweite der Batterien nicht in Frage. Für verheirateten Personen, die ggf. Eltern sind, ist der Pendelverkehr mit dem Zug aufgrund zeitlicher Ungewissheiten wie Zugverspätungen, -ausfälle und schlechte Abstimmungsmöglichkeiten bezüglich Anschlussverbindungen, eine Zumutung für den/die Soldat*in und deren Angehörige. Demnach bleibt nur das private Kfz. Früher sagte man, dass der Dieselmotor für lange Fahrten umweltfreundlicher sei als die Nutzung eines Benzinmotors. Heute soll der Diesel aus Innenstädten vertrieben werden. Welche Alternative hat der/die Soldat*in also noch? Drei Autos? Eins zum Pendeln (Diesel) und eins für kurze Strecken am Wohnort und eins für kurze Strecken am militärischen Standort? Alleine dazu lohnt es sich schon zu forschen.",1,1,101,-9,-1,-9,-9,-9,-9,-9,-9,0,,,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,400,5,2,Nutzerfreundliche Selbstbeteiligung im Schadensfall,Allzeitige Verfügbarkeit auch bei sehr hoher Nutzung aller Studierenden,,,,,,,,1,1,1,1,1,2,"Keines, solange keine nutzerfreundliche Selbstbeteiligung garantiert wird",0
1,,1,1,2,4,1,1,2,,2,2,1,2,8,,4,,2,1,-9,-9,-9,101,-9,-9,-1,-1,-1,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,10,1,4,Hohe Frequenz ( z.B. bei autonomen Bussen),Ad hoc Verfügbarkeit (bei Rollern und Fahrrädern),Gute Fahrzeugqualität (angenehme Innenausstattung),Entscheidungsfreiheit bei Zielwahl ,,,,,,2,2,1,1,2,1,,1
31,1,2,1,4,4,2,1,2,857,2,9,2,2,8,,9,,5,1,75,-9,-9,-9,22,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,80,-9,-9,-9,13,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,25,5,0,,,,,,,,,,1,1,2,1,1,1,,0
32,2,1,1,4,4,2,-9,2,857,2,9,3,2,8,,9,,4,1,101,-9,-9,101,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,27,5,1,,Einfachheit bei der Ausleihe,,,,,,,,1,1,2,1,1,1,,0
32,5,2,1,4,4,2,2,2,856,1,9,3,2,4,,4,,6,1,91,-9,-9,-9,7,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,12,4,1,Einfach buchbar,,,,,,,,,1,1,1,1,2,1,,1
31,3,2,1,4,4,2,1,2,856,2,9,2,2,8,,9,,5,1,93,-9,-9,5,13,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,25,-9,-9,-9,5,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,16,4,1,Hohe Flexibilität bei der Nutzung,,,,,,,,,1,1,1,1,2,1,,1
31,4,2,1,4,4,2,1,2,832,2,6,5,1,7,,8,"Aus Kostengründen, sowie der begrenzten Reichweite habe ich bisher kein reines Elektrofahrzeug zum täglichen Pendeln an die Uni.
Mein bisher rein zum täglichen Pendeln genutztes Diesel Fahrzeug habe ich verkauft. Ich versuchte es organisatorisch nun so zu regeln, dass ich mit meiner Familie mit einem Fahrzeug auskomme ich überwiegend mit der Bahn pendel. Als militärischer Vorgesetzter und Familienvater benötigt man für beide Seiten hohe Flexibilität, die oft eine Reise mit der Bahn ausschließt. Es zeichnet sich ab, dass ich wieder ein Zweitfahrzeug anschaffe. ",3,2,,,,,,,,,,,,,,,,,,,,1,95,-9,-9,1,-9,-9,5,-9,-9,0,,,,5,1,1,1,1,1,1,2,85,1,4,günstig,zuverlässig verfügbar,wetterfest,Anschluss an Bahn und oder Abstellmöglichkeit PKW,,,,,,4,2,1,2,2,2,Elektro-Sammeltaxi von und zu DB Anbindung bzw. Parkplätzen außerhalb des Speckgürtels,1
32,2,2,1,4,4,3,2,1,857,2,2,,,7,,6,,1,1,101,2,101,14,2,15,1,1,1,0,,,4,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,35,5,3,unkompliziert,verlässlich verfügbar,günstig,,,,,,,1,1,1,1,1,2,Motorräder,0
31,6,2,1,4,4,2,1,2,855,2,9,2,2,8,,9,,3,2,,,,,,,,,,,,,,,,,,,,1,23,-9,-9,81,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,3,1,1,rasche und unkomplizierte Verfügbarkeit,,,,,,,,,1,1,1,1,2,1,,1
32,6,2,1,4,4,2,3,2,820,2,6,3,1,10,Dr.-Ing.,9,,5,1,78,-9,-9,5,22,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,64,-9,-9,-9,16,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,25,4,3,unkompliziert aktivierbar,unkompliziert bedienbar,überall abstellbar,,,,,,,1,1,1,1,2,1,,1
31,6,2,1,4,4,3,1,2,807,1,6,4,1,8,,10,,5,1,47,-1,-1,71,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,92,-9,1,13,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,14,1,0,,,,,,,,,,4,2,2,2,2,1,,1
32,-1,2,1,4,4,2,1,2,816,2,9,3,2,-9,,10,,5,1,69,-9,-9,-9,35,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,43,-9,-9,-9,72,-9,-9,-9,-9,0,,,,5,1,1,1,1,1,1,2,10,1,0,,,,,,,,,,0,1,1,1,1,1,,1
31,3,2,1,4,1,2,3,-9,834,2,6,4,1,8,,8,,3,1,69,64,-9,-9,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,66,66,-9,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,125,4,0,,,,,,,,,,3,2,2,1,2,1,,1
32,4,2,1,3,4,2,1,2,817,1,2,2,2,7,,6,,3,2,,,,,,,,,,,,,,,,,,,,1,52,-9,-9,-9,70,-9,-9,-9,-9,0,,,,5,1,1,1,1,1,1,2,4,-9,0,,,,,,,,,,2,2,1,1,2,1,,-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
32,3,2,1,4,1,4,3,1,831,2,2,,,7,,6,,3,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,78,5,1,Ich bin lieber flexibel und unabhängig von anderen mit eigenem Fahrzeug,,,,,,,,,1,2,1,1,1,1,,0
32,6,2,1,4,4,1,1,1,836,2,2,,,10,Wirtschaftsschulabschluss,4,,3,2,,,,,,,,,,,,,,,,,,,,1,86,-9,-9,21,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,38,5,1,Unkomplizirte Nutzung,,,,,,,,,1,1,1,1,2,1,,0
32,3,2,1,4,4,3,4,2,815,1,2,5,1,4,,6,,3,1,101,1,2,2,2,1,2,2,1,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,5,5,1,"unbürokratisch, schnell, flexibel, kostenlos, transparent",,,,,,,,,1,1,2,1,1,1,,0
32,3,1,1,4,4,3,3,1,220,1,2,,,7,,4,,1,2,,,,,,,,,,,,,,,,,,,,1,42,-9,-9,86,-9,-9,101,-9,-9,0,,,,2,1,1,1,1,1,1,2,870,4,2,Flexibel,Günstig,,,,,,,,2,2,1,1,2,1,,1
32,2,2,1,3,2,2,1,1,855,2,2,,,7,,6,,1,1,38,1,1,73,9,54,1,2,1,0,,,1,1,1,1,1,1,2,,8,1,1,85,1,51,1,2,1,0,,,,1,1,1,1,1,1,1,2,600,4,2,bequem,zweckvoll,,,,,,,,2,2,2,1,1,1,,1
21,,2,1,3,3,3,1,1,192,1,2,,,8,,6,,1,1,11,25,1,27,1,2,1,2,1,0,,,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,800,5,0,,,,,,,,,,0,1,1,1,1,1,,0
1,,2,1,3,3,2,1,1,855,2,2,,,7,,6,,1,1,15,49,-9,50,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,1,63,-9,35,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,600,1,0,,,,,,,,,,3,2,2,1,2,1,,1
31,5,2,1,4,2,2,1,1,713,2,2,,,7,,6,"Preissprung Kraftstoffe + share Möglichkeiten (sharenow) sind der Grund wieso ich seit 2 Monaten nur noch Bahn fahre, zuvor fast ausschließlich Auto",1,1,93,4,-1,11,-9,85,9,-9,94,0,,,4,2,2,1,2,1,1,,94,1,1,1,1,1,9,-9,-9,0,,,,4,2,2,2,1,2,1,1,240,1,3,Kurzstreckengeeignet,Vernünftige Preise,Klare Regeln zu Beginn! ,,,,,,,5,2,2,2,2,2,,1
32,3,2,1,4,2,3,3,1,821,2,2,,,7,,6,"Monetäre Gründe sind für mich das wichtigste. 
Durch das gratis Bahnfahren fahre ich deutlich mehr Bahn als davor. 
Davor war Bahnfahren durch Deutschland TEURER als mit dem Auto mit einem Mitfahrer. 
Sollte es billige Alternativen mit einer ähnlichen Verfügbarkeit wie dem Auto geben wechsel ich wahrscheinlich langfristig. ",1,1,60,7,-9,36,-9,-9,38,-9,-9,0,,,4,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,25,4,3,Unkompliziert,hohe Verfügbarkeit,"Hohe Reichweite mit der Möglichkeit in die Stadt zu fahren, dort zu Parken und wieder zurückzufahren ",,,,,,,2,2,2,1,1,1,,1
32,3,2,1,4,1,4,1,1,877,2,2,,,7,,6,"Ich würde die Bahn öfters nutzen, wenn die Anbindung von HBF zur Universität besser wäre. ",1,1,86,-9,-9,7,-9,-9,-9,-9,-9,2,Auto,Bahn,2,1,1,1,1,1,2,,12,-9,-9,-9,-9,-9,-9,-9,-9,1,Auto,,,1,1,1,1,1,1,1,2,130,5,3,kein kompliziertes Buchungsverfahren,niedrige Kosten,Verantwortungen/Verpflichtungen klar definiert,,,,,,,2,2,1,1,1,2,"Kettenfahrzeuge, ernsthaft würde ich sofort nutzen",0
31,2,2,1,4,4,3,3,1,925,2,2,,,8,,6,,1,1,53,52,-9,-9,-9,-9,-9,-9,-9,0,,,4,2,2,1,1,1,1,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,200,1,5,Günstig,schnell verfügbar,umweltfreundlich,Transportmöglichkeiten für Einkäufe,leichte Bedienbarkeit,,,,,2,1,2,1,2,1,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
32,2,1,1,4,3,2,2,1,295,1,2,,,7,,6,,1,1,30,1,2,67,1,2,1,1,1,0,,,2,1,1,1,1,1,2,,77,1,1,20,2,1,2,2,3,0,,,,2,1,1,1,1,1,1,2,702,4,1,"-Preiswert, -Praktisch ",,,,,,,,,2,2,1,1,2,1,,1
1,,2,1,1,1,2,1,1,,2,2,,,7,,6,,1,1,-9,22,-9,-9,-9,101,-9,-9,-9,1,Deutsche Bahn,,4,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,690,1,0,,,,,,,,,,1,1,1,1,1,2,ich würde dieses Angebot nicht nutzen,1
32,2,2,1,4,4,4,3,1,180,1,2,,,7,,6,,1,1,90,-1,-9,16,-9,-9,-1,-9,-9,0,,,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,780,4,2,nicht zu teuer sein,in mengen verfügbar sein das man es ohne probleme immer nutzen kann,,,,,,,,2,1,2,1,2,1,,1
31,2,2,1,4,4,2,3,2,815,1,2,2,2,8,,6,,1,1,78,71,-9,20,47,48,48,-9,-9,0,,,2,1,1,1,1,1,2,,76,76,-9,42,15,17,-9,-9,-9,0,,,,4,2,2,1,1,1,1,2,5,1,1,"- gute Verfügbarkeit, damit man das Angebot auch fest einplanen kann ",,,,,,,,,2,2,1,1,1,2,,1
32,6,2,1,4,2,3,2,1,797,2,2,,,8,,6,,1,1,87,15,1,31,13,44,1,10,-1,0,,,2,1,1,1,1,1,2,,94,1,1,14,1,43,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,300,5,3,Einfache Nutzung ,Mit einer App,Günstig ,,,,,,,1,1,1,1,2,1,,0
32,2,2,1,4,1,2,2,1,670,2,2,,,8,,6,,1,1,57,56,1,56,12,1,1,1,1,0,,,2,2,2,1,1,1,1,,76,1,1,77,1,1,1,1,1,0,,,,1,1,1,1,1,1,1,2,370,1,2,Günstig,Unkompliziert,,,,,,,,2,2,1,1,2,1,,1
32,4,2,1,4,4,2,2,1,595,2,2,,,7,,6,,1,2,,,,,,,,,,,,,,,,,,,,1,76,1,1,27,1,1,1,1,1,0,,,,2,1,1,1,1,1,1,2,585,4,4,Preis,Verfügbarkeit,Entfernung,Leistung ,,,,,,3,2,2,1,2,1,,1
32,1,2,1,3,3,2,1,1,855,2,2,,,7,,6,,1,1,82,16,1,31,2,1,28,2,1,0,,,2,1,1,1,1,1,2,,2,3,1,99,2,3,1,1,4,0,,,,1,1,1,1,1,1,1,2,650,1,3,Einfache (App-/Online)Nutzung ,genug verfügbare Fahrzeuge,verteilt an versch. Toren,,,,,,,2,2,2,1,1,1,,1
31,3,2,1,4,3,2,1,2,820,2,2,2,2,8,,6,,1,1,83,13,-9,35,16,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,5,4,0,,,,,,,,,,2,2,2,1,1,1,,1
32,3,2,1,4,1,2,2,2,807,2,2,2,2,8,,6,,1,2,,,,,,,,,,,,,,,,,,,,1,101,1,1,1,1,1,1,1,1,0,,,,2,1,1,1,1,1,1,2,17,1,2,Preiswert,Verfügbar,,,,,,,,1,2,1,1,1,1,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
32,6,2,1,4,4,3,2,1,350,2,2,,,7,,6,"Zu wenige Angabemöglichkeiten bei der Heimreisefrequenz, daher zweimal dieselbe Antwort, obwohl ein Unterschied besteht.",1,1,93,-9,-9,8,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,533,1,0,,,,,,,,,,0,1,1,1,1,1,,1
32,3,2,1,4,3,3,2,1,845,2,2,,,8,,6,,1,1,101,1,3,1,1,1,1,1,1,0,,,2,1,1,1,1,1,2,,78,1,1,59,1,1,2,1,1,0,,,,2,1,1,1,1,1,1,2,70,5,3,EInfache Handhabe,Günstig,Zuverlässigkeit,,,,,,,1,1,1,1,2,1,,0
31,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
22,,2,1,3,3,2,2,1,338,1,2,,,7,,4,Wenn man teilweise Auto und teilweise Zug fährt sind manche Fragen schwierig zu beantworten,1,2,,,,,,,,,,,,,,,,,,,,1,9,34,1,45,1,1,19,1,1,0,,,,2,1,2,2,1,1,1,1,620,1,4,Leicht zugänglich,Günstig,Sicher,Staffelbare Preise,,,,,,2,2,1,2,1,1,,1
31,5,2,1,2,3,4,4,1,46,1,2,,,7,,6,,1,1,101,22,1,46,90,85,7,1,7,2,Uber,Taxi,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,500,4,2,Verfügbarkeit,einfaches Mieten,,,,,,,,1,2,1,1,1,1,,1
22,,2,1,3,4,3,1,1,501,2,2,,,8,,6,,1,1,15,40,13,9,17,9,-9,9,-9,0,,,2,1,1,1,1,1,2,,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,620,4,1,Günstig,,,,,,,,,1,1,1,1,2,1,,1
31,4,2,1,4,1,2,2,1,539,2,2,,,7,,6,,1,1,58,19,-9,31,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,12,-9,-9,92,-9,-9,-9,96,-9,0,,,,4,1,1,1,1,1,1,2,600,4,3,Verfügbarkeit,Nutzerfreundlichkeit,Unbürokratisch,,,,,,,2,1,2,1,2,1,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
1,,2,1,3,2,3,1,1,,2,2,,,8,,6,,1,2,,,,,,,,,,,,,,,,,,,,1,1,46,1,84,1,59,1,1,1,0,,,,1,1,1,1,1,1,1,2,900,1,1,Ausreichend vorhanden,,,,,,,,,3,2,2,1,2,1,,1
31,2,2,1,4,3,3,2,1,517,1,2,,,7,,6,,1,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,650,1,4,Komfortabel,Rentabel,Simpel,Preis-Leistungs-Verhältnis muss stimmen,,,,,,1,1,2,1,1,1,,1
31,3,2,1,4,4,1,1,2,830,1,2,4,1,8,,6,,1,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,1,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,55,5,0,,,,,,,,,,1,1,1,1,2,1,,0
32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
32,3,2,1,4,4,2,1,2,818,1,2,2,2,8,,6,,1,1,57,58,2,58,69,33,2,17,1,0,,,4,1,1,1,1,1,2,,76,1,13,38,71,55,1,2,2,0,,,,2,1,1,1,1,1,1,2,10,1,1,Mitfahrgelegenheiten,,,,,,,,,1,2,1,1,1,1,,1
31,1,2,1,4,4,3,1,1,586,2,2,,,7,,6,,1,2,,,,,,,,,,,,,,,,,,,,1,31,1,1,73,1,1,1,1,-9,0,,,,2,1,1,1,1,1,1,2,600,4,4,Preisgünstig,Unkomplizierte/intuitive Nutzung,Versicherungsschutz ,Gute Verfügbarkeit auch ohne Anmeldung,,,,,,2,2,1,1,2,1,,1
31,-1,2,1,4,4,2,3,2,831,1,2,2,2,4,,6,,3,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,59,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,62,4,0,,,,,,,,,,1,2,1,1,1,1,,1
32,3,2,1,4,2,2,2,1,462,2,2,,,7,,6,,3,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,700,5,2,nicht all zu teuer (z.B. Fahrradverleih),"nicht die letzten Schrottmühlen, muss aber auch nicht das Neuste sein",,,,,,,,1,1,2,1,1,1,,0
31,1,2,1,4,4,2,2,2,855,1,2,2,2,8,,6,,1,1,101,20,18,-9,2,-9,-9,-9,-1,0,,,5,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,35,5,0,,,,,,,,,,2,1,2,1,2,1,,0
32,3,2,1,4,4,2,3,2,820,2,2,2,2,7,,6,,1,1,74,23,-9,-9,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,50,6,-9,-9,52,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,5,1,0,,,,,,,,,,1,2,1,1,1,1,,1
31,6,2,1,4,4,3,3,1,886,2,2,,,8,,6,"Bahn fahren ist für mich keine Option da ich erst 20km zum Bahnhof fahren muss und dann 4h nach München brauche, anstatt 2h mit dem Auto",1,1,47,40,10,-9,7,-9,-9,-9,-9,0,,,2,1,1,1,1,1,1,,69,70,14,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,205,5,0,,,,,,,,,,0,1,1,1,1,1,,0
32,5,2,1,4,1,3,2,1,894,1,2,,,8,,4,,1,2,,,,,,,,,,,,,,,,,,,,1,90,49,1,-9,-9,41,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,135,1,0,,,,,,,,,,1,1,1,1,2,1,,1
31,3,2,1,4,1,3,1,1,996,2,2,,,7,,6,,1,2,,,,,,,,,,,,,,,,,,,,1,84,18,1,17,1,51,1,1,1,0,,,,4,1,1,1,1,1,1,2,430,5,5,Kostengünstig,Keine komplezierten Anmeldungen nötig,Gute Erreichbarkeit,Gepflegter Zustand,Da würden sich Elekro-Autos anbieten,,,,,2,2,2,1,1,1,,0
32,1,2,1,4,1,4,3,1,239,2,2,,,7,,6,,1,1,101,50,-1,51,-9,61,37,37,-9,0,,,1,1,1,1,1,1,2,,101,50,-9,13,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,800,1,2,Führerschein B-Klasse,Umweltfreundlich,,,,,,,,1,1,1,1,1,2,Transporter für Möbel,1
32,3,2,1,4,4,2,1,2,809,2,2,2,2,7,,6,Nein,1,1,47,-1,-9,-9,78,-1,-1,-9,-9,0,,,1,1,1,1,1,1,2,,17,-9,-9,-9,32,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,20,5,4,Schnell und einfach verfügbar ,Abgabe am Zielort ,Günstig ,24. Jul,,,,,,2,1,2,2,1,1,,0
31,2,1,1,4,1,3,2,1,681,2,2,,,7,,6,,1,2,,,,,,,,,,,,,,,,,,,,1,101,1,1,-9,-9,1,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,380,5,0,,,,,,,,,,1,1,1,1,2,1,,0
31,2,2,1,4,4,2,2,1,855,2,2,,,7,,6,,1,1,21,1,1,45,1,1,1,1,1,0,,,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,1,2,1,1,1,1,,1
32,1,2,1,4,2,3,3,1,855,2,2,,,8,,6,,1,1,80,-9,-9,41,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,550,1,2,Billig,Einfach zu mieten,,,,,,,,1,1,2,1,1,1,,1
32,2,2,1,4,3,2,2,1,321,1,2,,,7,,6,,1,1,63,11,-9,57,-1,-9,-9,-9,99,0,,,2,1,1,1,1,1,2,,17,-9,-9,55,-9,1,-9,101,-9,0,,,,1,1,1,1,1,1,1,2,630,4,3,"Günstig,",Ausreichend Verfügba,Nur für angehörige,,,,,,,2,1,2,1,2,1,,1
21,,1,1,2,1,1,1,2,820,2,2,4,1,3,,4,,3,2,,,,,,,,,,,,,,,,,,,,1,27,-9,-9,101,-9,1,-9,-9,-9,1,Bus,,,5,1,1,1,1,1,1,2,4,1,1,Genug vorhanden,,,,,,,,,2,2,2,1,1,1,,1
31,4,2,1,4,2,2,2,1,542,2,2,,,7,,6,,1,1,77,14,-9,7,-9,-9,-9,98,77,0,,,4,1,1,1,1,1,2,,89,14,-9,11,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,530,4,3,Fairer Preis,Ausreichende Fahrzeuge,Flexibel ohne lange Vorreservierung,,,,,,,1,2,1,1,1,1,,1
31,5,2,1,4,4,3,2,1,950,2,2,,,8,,6,,1,1,101,17,-1,-9,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,300,1,0,,,,,,,,,,1,2,1,1,1,1,,1
32,3,2,1,3,4,2,2,1,603,2,2,,,8,,6,,1,1,10,-9,-9,86,-9,-9,-9,-9,-9,0,,,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,406,1,3,Unkompliziert,Günstig,Flexibel,,,,,,,2,2,1,1,1,2,Transporter/Sprinter,1
32,3,2,1,4,4,3,3,1,855,1,2,,,7,,6,,1,1,19,-9,-9,76,43,42,-9,67,-9,0,,,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,750,1,1,,flexible Buchung ,,,,,,,,2,2,1,1,2,1,,1
31,3,2,1,4,4,3,2,1,570,1,2,,,7,,6,,1,1,84,16,-9,-9,2,-9,-9,-1,-9,0,,,2,1,1,1,1,1,2,,82,17,-9,-9,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,500,4,3,24. Jul,Bezahlbar als Abo,Gute Versicherung ,,,,,,,3,2,1,2,2,1,,1
31,5,2,1,4,1,2,3,1,647,1,2,,,7,,4,,1,2,,,,,,,,,,,,,,,,,,,,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,350,1,2,angemessener Preis,zeitliche Flexibilität,,,,,,,,1,2,1,1,1,1,,1
